KIC;Kpmag;QLen;DLen;numax;e_numax;Delnu;e_Delnu;A;e_A;Width;e_Width;Gran;e_Gran;Teff;e_Teff;logg;e_log(g);[Fe/H];e_[Fe/H];NoCorM;e_NoCorM;NoCorR;e_NoCorR;RGBcorM;e_RGBcorM;RGBcorR;e_RGBcorR;ClcorM;e_ClcorM;ClcorR;e_ClcorR;Phase;M17;Simbad;_RA;_DE
 1569842;11.090;18;1318.10;135.02; 0.65;11.768; 0.018; 54.5;  2.1; 35.5; 1.2;    114.8;    24.0;4808; 80; 3.039; 0.006;-0.26; 0.15; 1.10; 0.05; 5.25; 0.09; 1.00; 0.05; 5.01; 0.09; 1.10; 0.05; 5.25; 0.09;1;M17;Simbad;290.6216700;+37.1745989
 1571780;10.610;17;1235.80; 49.00; 1.19; 4.464; 0.032; 43.1;  3.3; 17.1; 2.0;   1260.3;    40.9;4912; 80; 2.603; 0.012; 0.26; 0.15; 2.62; 0.24;13.39; 0.44; 2.65; 0.24;13.47; 0.44; 2.70; 0.24;13.59; 0.44;2;M17;Simbad;291.0589000;+37.1953089
 1572049;11.570;17;1308.70; 51.54; 2.44; 5.188; 0.048; 29.8;  6.8; 18.3; 6.8;    957.3;   164.0;4789; 80; 2.620; 0.021;-0.57; 0.15; 1.61; 0.25;10.30; 0.55; 1.42; 0.22; 9.65; 0.51; 1.58; 0.24;10.19; 0.54;2;M17;Simbad;291.1236900;+37.1833500
 1572175;11.860;15;1139.00; 56.04; 0.67; 5.369; 0.012; 62.9;  2.4; 20.1; 1.6;    765.4;    54.4;4789;100; 2.656; 0.008;-0.04; 0.15; 1.80; 0.11;10.45; 0.23; 1.66; 0.10;10.03; 0.22; 1.84; 0.11;10.54; 0.23;1;M17;Simbad;291.1496300;+37.1056789
 1572317;12.080;18;1318.10;197.27; 1.05;14.722; 0.048; 20.4;  1.0; 57.3; 3.2;      6.8;     1.4;5333;172; 3.226; 0.009;-0.31; 0.30; 1.64; 0.10; 5.17; 0.12; 1.69; 0.11; 5.26; 0.12; 1.68; 0.11; 5.24; 0.12;1;M17;Simbad;291.1813400;+37.1842989
 1572780;10.270;17;1235.80; 18.15; 0.54; 2.638; 0.087;132.7;  8.5;  8.0; 2.5;  12325.5;   994.2;4738; 80; 2.164; 0.014;-0.49; 0.15; 1.04; 0.17;13.95; 1.04; 0.89; 0.14;12.96; 0.93; 1.00; 0.17;13.74; 1.01;0;M17;Simbad;291.2904700;+37.1385611
 1573925;13.650;17;1308.70;124.25; 1.05;10.796; 0.022; 45.9;  2.2; 42.7; 7.5;     70.9;    18.9;5143;158; 3.017; 0.009;-0.12; 0.30; 1.34; 0.09; 5.94; 0.14; 1.36; 0.09; 5.99; 0.14; 1.36; 0.09; 5.99; 0.14;1;M17;Simbad;291.5206600;+37.1205789
 1575886;11.400;17;1308.70;100.80; 1.28; 8.077; 0.036; 32.4;  1.2; 43.1; 3.4;     94.7;    22.5;5016; 80; 2.921; 0.008; 0.00; 0.15; 2.20; 0.13; 8.50; 0.19; 2.17; 0.13; 8.46; 0.19; 2.27; 0.14; 8.64; 0.19;2;M17;Simbad;291.9287400;+37.1537700
 1576043;12.490;18;1318.10;  5.43; 0.34; 0.933; 0.026;540.9; 48.5;  2.6; 0.6; 417837.3; 42646.6;4133; 80; 1.610; 0.028; 0.03; 0.15; 1.44; 0.32;31.17; 2.66; 1.28; 0.28;29.29; 2.47; 1.41; 0.31;30.79; 2.62;1;M17;Simbad;291.9595600;+37.1068989
 1576420;12.230; 7; 467.30; 44.60; 0.59; 4.858; 0.017;103.0;  4.6; 15.6; 1.2;   1766.1;   139.7;4594;138; 2.548; 0.010;-0.37; 0.30; 1.28; 0.09; 9.95; 0.25; 1.10; 0.08; 9.26; 0.23; 1.24; 0.09; 9.81; 0.25;1;M17;Simbad;292.0327500;+37.1994589
 1576469;10.360;18;1318.10; 90.40; 0.96; 7.407; 0.034; 37.2;  1.3; 34.4; 1.9;    190.5;    24.5;5217;100; 2.882; 0.008; 0.12; 0.15; 2.38; 0.14; 9.25; 0.20; 2.53; 0.15; 9.55; 0.21; 2.46; 0.14; 9.40; 0.21;2;M17;Simbad;292.0423900;+37.1123500
 1576646;13.340;17;1292.30; 84.47; 1.11; 7.670; 0.013; 61.8;  2.7; 29.4; 1.7;    237.8;    72.2;4814; 80; 2.835; 0.008;-0.07; 0.15; 1.50; 0.09; 7.74; 0.16; 1.38; 0.08; 7.44; 0.16; 1.51; 0.09; 7.79; 0.17;1;M17;Simbad;292.0801400;+37.1494481
 1577143;10.180;18;1318.10; 35.02; 1.00; 3.836; 0.031; 71.3;  2.7; 15.1; 1.1;   2131.5;   109.2;4987;141; 2.461; 0.014;-0.13; 0.30; 1.80; 0.19;13.06; 0.50; 1.72; 0.18;12.76; 0.49; 1.84; 0.20;13.22; 0.51;2;M17;Simbad;292.1761200;+37.1194189
 1701763;13.920; 5; 371.30; 29.36; 1.01; 3.577; 0.044;103.0;  8.7;  9.7; 4.0;   7542.9;   822.6;4800;144; 2.376; 0.017;-0.28; 0.30; 1.32; 0.17;12.36; 0.58; 1.19; 0.15;11.72; 0.55; 1.32; 0.17;12.36; 0.58;2;M17;Simbad;286.2364500;+37.2816311
 1717618;11.700;18;1318.10;120.51; 1.17; 9.673; 0.016; 27.5;  1.5; 42.8; 8.2;     99.8;    17.8;4876; 80; 2.992; 0.007; 0.08; 0.15; 1.75; 0.09; 6.99; 0.13; 1.66; 0.09; 6.81; 0.13; 1.79; 0.09; 7.07; 0.14;1;M17;Simbad;290.5964400;+37.2058181
 1717783;13.240; 7; 467.30; 34.64; 3.03; 4.085; 0.027;117.1;  5.2; 16.6; 3.5;   3948.6;   392.5;4971;159; 2.455; 0.039; 0.08; 0.30; 1.34; 0.36;11.37; 1.04; 1.33; 0.36;11.31; 1.03; 1.36; 0.37;11.44; 1.04;2;M17;Simbad;290.6304900;+37.2733500
 1717994;13.780;14;1125.90; 31.48; 0.49; 4.143; 0.064;164.1;  9.4; 12.3; 1.3;  10905.4;   852.1;4875; 80; 2.409; 0.009;-0.44; 0.15; 0.93; 0.08; 9.95; 0.38; 0.85; 0.07; 9.54; 0.36; 0.94; 0.08;10.00; 0.38;2;M17;Simbad;290.6832600;+37.2191311
 1718743;13.740; 7; 548.10; 29.63; 0.53; 3.974; 0.034;143.5;  7.3; 10.5; 1.3;   6938.5;   732.8;4882;158; 2.383; 0.011;-0.63; 0.30; 0.91; 0.08;10.19; 0.33; 0.82; 0.07; 9.64; 0.31; 0.91; 0.08;10.17; 0.33;2;M17;Simbad;290.8652600;+37.2741200
 1719065;13.420; 2; 114.10; 10.08; 0.43; 1.553; 0.186;309.2; 56.4;  3.6; 0.8;  50634.5; 11598.6;4364;152; 1.891; 0.021;-0.18; 0.30; 1.31; 0.65;21.46; 5.24; 1.13; 0.55;19.99; 4.72; 1.27; 0.63;21.16; 5.13;0;M17;Simbad;290.9497700;+37.2134281
 1719297;11.640;18;1318.10;  7.23; 0.47; 1.161; 0.059;331.8; 29.7;  4.0; 1.0; 120000.0; 12898.6;4318;100; 1.744; 0.029;-0.05; 0.15; 1.52; 0.44;27.38; 3.35; 1.34; 0.38;25.71; 3.08; 1.48; 0.43;27.10; 3.31;1;M17;Simbad;291.0072000;+37.2667500
 1719422;12.920;18;1318.10;136.07; 0.80;11.316; 0.017; 40.0;  1.6; 41.0; 2.5;     62.0;    13.1;4923; 80; 3.047; 0.006;-0.19; 0.15; 1.36; 0.06; 5.79; 0.10; 1.29; 0.06; 5.62; 0.10; 1.39; 0.07; 5.85; 0.10;1;M17;Simbad;291.0363800;+37.2070619
 1720241;12.931; 9; 639.92;212.06; 2.91;15.984; 0.035;     ;     ;     ;    ;         ;        ;4979; 80; 3.242; 0.008;-0.12; 0.15; 1.32; 0.08; 4.55; 0.10; 1.28; 0.08; 4.48; 0.10; 1.34; 0.08; 4.58; 0.10;1;M17;Simbad;291.2470100;+37.2417911
 1720425;10.780;18;1318.10; 28.12; 0.58; 3.742; 0.028;112.5;  6.3; 12.4; 2.5;   3166.0;   704.0;4758;100; 2.355; 0.011;-0.20; 0.15; 0.96; 0.08;10.76; 0.33; 0.87; 0.07;10.27; 0.32; 0.95; 0.08;10.73; 0.33;2;M17;Simbad;291.2938500;+37.2638700
 1721071;13.830; 6; 457.80; 30.28; 1.85; 3.847; 0.088; 90.0; 10.2; 19.0; 6.6;   4805.9;  1178.2;4982;164; 2.397; 0.028;-0.01; 0.30; 1.15; 0.24;11.22; 0.89; 1.15; 0.25;11.24; 0.89; 1.15; 0.25;11.26; 0.89;2;M17;Simbad;291.4391500;+37.2170600
 1721595;13.920;17;1308.70;156.19; 1.01;13.183; 0.027; 47.0;  2.7; 40.6; 2.8;     47.4;    17.2;4971;154; 3.109; 0.008;-0.53; 0.30; 1.14; 0.07; 4.92; 0.11; 1.06; 0.07; 4.75; 0.11; 1.16; 0.07; 4.98; 0.11;1;M17;Simbad;291.5552400;+37.2438889
 1723047;12.370;18;1318.10;142.81; 1.63;11.425; 0.017; 22.4;  1.3; 42.6; 6.2;     33.8;     7.0;4977; 80; 3.071; 0.007;-0.08; 0.15; 1.54; 0.09; 6.00; 0.12; 1.48; 0.08; 5.88; 0.12; 1.57; 0.09; 6.05; 0.12;1;M17;Simbad;291.8584300;+37.2908781
 1723191;13.570; 2; 114.10;  9.51; 1.27; 1.466; 0.122;285.6; 59.1;  4.9; 1.3;  82675.2; 16231.1;4311;150; 1.863; 0.059;-0.22; 0.30; 1.36; 0.71;22.59; 4.84; 1.19; 0.61;21.13; 4.44; 1.32; 0.69;22.26; 4.75;0;M17;Simbad;291.8928500;+37.2061039
 1723656;12.920; 7; 467.30; 30.89; 0.98; 3.860; 0.055;114.0;  4.3; 15.4; 3.0;   4030.1;   255.1;4764;145; 2.396; 0.016; 0.17; 0.30; 1.12; 0.14;11.12; 0.53; 1.07; 0.13;10.86; 0.51; 1.13; 0.14;11.14; 0.53;2;M17;Simbad;291.9887100;+37.2544100
 1723700;13.770;15;1211.90; 40.29; 0.83; 4.518; 0.039; 84.0;  4.2; 16.6; 1.3;   2442.4;   151.8;4970;155; 2.521; 0.012;-0.20; 0.30; 1.41; 0.13;10.81; 0.37; 1.35; 0.12;10.55; 0.36; 1.44; 0.13;10.93; 0.37;2;M17;Simbad;291.9946600;+37.2760581
 1723752;12.330;18;1318.10;197.28; 0.86;15.042; 0.075; 30.9;  1.4; 49.6; 3.7;     25.9;     6.2;4963; 80; 3.210; 0.006;-0.08; 0.15; 1.35; 0.07; 4.77; 0.09; 1.30; 0.06; 4.70; 0.09; 1.37; 0.07; 4.81; 0.09;1;M17;Simbad;292.0057100;+37.2998389
 1723843;12.230;18;1318.10;108.00; 0.77; 9.410; 0.023; 38.9;  3.0; 29.7; 2.8;     58.5;     7.2;4908; 80; 2.946; 0.006;-0.20; 0.15; 1.42; 0.07; 6.64; 0.12; 1.33; 0.07; 6.42; 0.12; 1.45; 0.07; 6.71; 0.12;1;M17;Simbad;292.0188300;+37.2319111
 1725183;11.850; 3; 196.90; 47.10; 1.64; 4.424; 0.483; 68.9;  7.3; 17.6; 3.6;   1193.1;   423.6;5041;165; 2.592; 0.017; 0.18; 0.30; 2.51; 1.14;13.28; 2.95; 2.58; 1.18;13.47; 3.01; 2.59; 1.18;13.49; 3.02;2;M17;Simbad;292.2926600;+37.2677381
 1725190; 9.220;18;1318.10; 98.48; 1.54; 7.894; 0.047; 30.4;  1.5; 37.8; 3.0;    114.8;    27.3;5054; 80; 2.912; 0.009; 0.00; 0.15; 2.27; 0.15; 8.73; 0.22; 2.28; 0.16; 8.75; 0.22; 2.37; 0.16; 8.92; 0.23;2;M17;Simbad;292.2940400;+37.2251819
 1725552;10.890;18;1318.20;  8.93; 0.82; 1.214; 0.022;172.1; 23.1;  3.0; 1.0;  94901.2;  8626.9;4234;100; 1.831; 0.041; 0.14; 0.15; 2.32; 0.67;30.63; 3.08; 2.16; 0.63;29.58; 2.97; 2.33; 0.67;30.67; 3.08;1;M17;Simbad;292.3645900;+37.2972719
 1725626;12.230; 8; 557.60; 33.53; 0.89; 4.068; 0.043;131.5;  5.9; 15.3; 2.0;   4317.4;   387.0;4678;143; 2.428; 0.014; 0.46; 0.30; 1.13; 0.12;10.77; 0.43; 1.09; 0.12;10.59; 0.42; 1.14; 0.12;10.83; 0.43;2;M17;Simbad;292.3792100;+37.2947389
 1725796;13.620; 7; 548.20; 41.62; 0.63; 4.557; 0.145; 80.5;  4.3; 17.9; 1.6;   1467.1;   288.9;5008;161; 2.536; 0.011;-0.12; 0.30; 1.52; 0.23;11.02; 0.76; 1.47; 0.22;10.84; 0.74; 1.55; 0.23;11.13; 0.77;2;M17;Simbad;292.4140300;+37.2683911
 1725952;13.330; 5; 371.40; 33.13; 0.56; 3.897; 0.058;132.7;  6.7; 13.5; 1.2;   4869.6;   535.8;4697;141; 2.423; 0.011; 0.15; 0.30; 1.31; 0.13;11.62; 0.46; 1.20; 0.12;11.16; 0.44; 1.32; 0.13;11.67; 0.47;2;M17;Simbad;292.4465000;+37.2958789
 1726211;10.930;18;1318.20; 30.70; 0.63; 3.699; 0.067; 88.2;  4.9; 12.6; 1.2;   3643.5;   198.2;4995;100; 2.404; 0.011;-0.72; 0.15; 1.40; 0.15;12.32; 0.56; 1.29; 0.14;11.81; 0.53; 1.44; 0.15;12.47; 0.57;2;M17;Simbad;292.5044600;+37.2927819
 1726245;11.570;10; 704.40; 46.52; 1.13; 4.892; 0.048; 52.3;  4.1; 19.7; 1.2;   1379.2;    90.7;4836; 80; 2.577; 0.012; 0.20; 0.15; 1.52; 0.14;10.50; 0.37; 1.45; 0.14;10.26; 0.36; 1.54; 0.14;10.59; 0.37;2;M17;Simbad;292.5108600;+37.2552111
 1726291;12.860;18;1318.20;149.79; 0.88;12.864; 0.024; 47.4;  1.9; 37.9; 1.4;     49.5;    10.4;4815; 80; 3.084; 0.006;-0.31; 0.15; 1.05; 0.05; 4.88; 0.09; 0.95; 0.05; 4.65; 0.08; 1.05; 0.05; 4.87; 0.09;1;M17;Simbad;292.5213900;+37.2964100
 1849462;13.760;17;1308.50;164.74; 1.09;13.223; 0.023; 45.8;  2.2; 43.1; 2.6;     39.2;    11.0;4983;145; 3.133; 0.008;-0.16; 0.30; 1.32; 0.08; 5.17; 0.11; 1.28; 0.08; 5.08; 0.11; 1.34; 0.08; 5.21; 0.11;1;M17;Simbad;286.2160000;+37.3610311
 1849679;12.850;18;1317.90; 45.87; 0.51; 5.183; 0.019; 94.3;  4.8; 14.5; 0.9;   1736.7;   125.5;4945;147; 2.576; 0.009;-0.69; 0.30; 1.20; 0.08; 9.33; 0.23; 1.08; 0.07; 8.87; 0.22; 1.21; 0.08; 9.38; 0.23;1;M17;Simbad;286.2803300;+37.3293000
 1850285;13.630; 7; 556.40; 54.57; 0.67; 5.044; 0.026; 49.5;  4.7; 14.7; 2.1;   1041.1;   180.9;4762;166; 2.643; 0.010; 0.14; 0.30; 2.12; 0.16;11.50; 0.32; 1.99; 0.15;11.14; 0.31; 2.16; 0.17;11.61; 0.32;2;M17;Simbad;286.4644800;+37.3973269
 1864183;11.340;18;1318.10; 54.12; 0.48; 5.505; 0.015; 88.4;  4.5; 17.7; 1.0;   1128.9;    67.4;4632;100; 2.634; 0.007; 0.20; 0.15; 1.40; 0.08; 9.44; 0.19; 1.27; 0.07; 9.02; 0.18; 1.42; 0.08; 9.50; 0.20;1;M17;Simbad;290.4821800;+37.3724519
 1864855;11.550;18;1318.10;124.78; 1.45;10.444; 0.011; 33.8;  1.6; 44.3; 5.1;     69.3;    12.5;5083;100; 3.016; 0.008;-0.05; 0.15; 1.52; 0.09; 6.34; 0.13; 1.51; 0.09; 6.32; 0.13; 1.55; 0.09; 6.39; 0.13;1;M17;Simbad;290.6366600;+37.3456000
 1864959; 8.810;18;1318.10; 40.69; 0.85; 4.486; 0.038; 76.8;  3.5; 16.6; 1.3;   1685.5;    96.6;4998;147; 2.526; 0.012;-0.11; 0.30; 1.51; 0.14;11.11; 0.37; 1.46; 0.13;10.91; 0.37; 1.54; 0.14;11.22; 0.38;2;M17;Simbad;290.6611000;+37.3374100
 1865102;13.830;15;1211.90; 82.07; 0.52; 7.899; 0.017; 74.0;  2.8; 24.6; 1.4;    149.5;    27.2;4857;147; 2.825; 0.008;-0.10; 0.30; 1.24; 0.08; 7.12; 0.16; 1.16; 0.07; 6.90; 0.15; 1.25; 0.08; 7.15; 0.16;1;M17;Simbad;290.6969300;+37.3102911
 1865262;12.470;18;1318.10; 53.41; 0.44; 5.571; 0.012; 88.5;  4.4; 16.8; 1.0;   1002.4;    66.7;4772; 80; 2.634; 0.007;-0.21; 0.15; 1.34; 0.07; 9.24; 0.17; 1.20; 0.06; 8.76; 0.16; 1.34; 0.07; 9.25; 0.17;1;M17;Simbad;290.7331200;+37.3773989
 1865595;11.470;17;1235.80; 12.55; 0.22; 1.817; 0.017;298.3; 24.2;  4.6; 0.9;  41052.4;  3539.1;4386; 80; 1.987; 0.010;-0.06; 0.15; 1.35; 0.11;19.56; 0.60; 1.18; 0.09;18.26; 0.55; 1.33; 0.10;19.35; 0.59;1;M17;Simbad;290.8125300;+37.3990589
 1865744;13.910;16;1276.20;  8.97; 0.32; 1.384; 0.020;418.3; 34.1;  4.1; 0.9; 178928.6; 14726.1;4187;146; 1.831; 0.018; 0.22; 0.30; 1.37; 0.19;23.55; 1.21; 1.19; 0.16;21.96; 1.12; 1.34; 0.19;23.32; 1.20;0;M17;Simbad;290.8471400;+37.3386189
 1865747;10.760;18;1318.10; 63.63; 0.49; 6.110; 0.014; 69.5;  3.0; 20.2; 1.2;    739.7;    43.9;4752; 80; 2.709; 0.007; 0.03; 0.15; 1.56; 0.08; 9.13; 0.17; 1.43; 0.07; 8.76; 0.16; 1.58; 0.08; 9.19; 0.17;1;M17;Simbad;290.8477800;+37.3761900
 1866137;13.390; 9; 694.90; 39.20; 0.79; 4.328; 0.041; 82.9;  4.2; 15.5; 2.0;   2176.2;   252.5;4803;147; 2.501; 0.012;-0.51; 0.30; 1.47; 0.14;11.27; 0.39; 1.30; 0.12;10.58; 0.36; 1.45; 0.13;11.19; 0.39;2;M17;Simbad;290.9368600;+37.3951300
 1867706;11.640;18;1318.10;105.14; 0.68; 8.758; 0.016; 44.4;  1.7; 34.2; 1.8;    138.6;    38.2;4813; 80; 2.930; 0.006; 0.18; 0.15; 1.70; 0.08; 7.39; 0.13; 1.60; 0.08; 7.18; 0.13; 1.73; 0.08; 7.47; 0.13;1;M17;Simbad;291.3308700;+37.3111919
 1868101;11.930;18;1318.10; 31.86; 0.82; 3.818; 0.048;114.1;  5.9; 14.9; 2.1;   4490.9;   300.5;4633; 80; 2.403; 0.013; 0.36; 0.15; 1.23; 0.13;11.56; 0.46; 1.15; 0.12;11.14; 0.44; 1.23; 0.13;11.55; 0.46;2;M17;Simbad;291.4161400;+37.3672789
 1868303;12.190;10; 704.30; 41.03; 0.49; 4.564; 0.016; 79.7;  3.6; 14.3; 0.9;   1871.8;   107.3;4798; 80; 2.521; 0.008;-0.29; 0.15; 1.36; 0.08;10.60; 0.23; 1.22; 0.07;10.04; 0.21; 1.36; 0.08;10.60; 0.23;1;M17;Simbad;291.4612400;+37.3226511
 1870196;12.650;18;1318.10;191.70; 1.08;14.737; 0.052; 38.6;  1.5; 49.1; 2.5;     28.2;     6.5;4894; 80; 3.195; 0.006; 0.09; 0.15; 1.31; 0.06; 4.80; 0.09; 1.27; 0.06; 4.72; 0.09; 1.33; 0.06; 4.82; 0.09;1;M17;Simbad;291.8804900;+37.3474811
 1870433;12.688;18;1318.12;215.81; 3.19;16.108; 0.023;     ;     ;     ;    ;         ;        ;5008; 80; 3.251; 0.008; 0.05; 0.15; 1.36; 0.08; 4.57; 0.10; 1.35; 0.08; 4.56; 0.10; 1.38; 0.09; 4.60; 0.10;1;M17;Simbad;291.9231300;+37.3351781
 1870495;13.690;17;1308.70;180.02; 1.44;14.798; 0.029; 42.2;  2.5; 47.5; 3.1;     44.9;    18.8;4937; 80; 3.169; 0.007;-0.37; 0.15; 1.09; 0.05; 4.49; 0.08; 1.02; 0.05; 4.35; 0.08; 1.10; 0.06; 4.52; 0.08;1;M17;Simbad;291.9355500;+37.3933789
 1870714;13.280;18;1318.10; 95.12; 1.59; 7.537; 0.085; 37.5;  1.5; 40.7; 6.4;    190.2;    15.5;5106;154; 2.900; 0.011;-0.01; 0.30; 2.50; 0.22; 9.30; 0.32; 2.58; 0.23; 9.44; 0.33; 2.62; 0.23; 9.52; 0.33;0;M17;Simbad;291.9830900;+37.3330611
 1871314;13.380;14;1042.20; 58.13; 0.52; 5.691; 0.012; 93.3;  4.2; 19.0; 1.1;   1113.5;   116.7;4585; 80; 2.662; 0.007; 0.34; 0.15; 1.49; 0.08; 9.44; 0.18; 1.36; 0.07; 9.02; 0.17; 1.51; 0.08; 9.48; 0.18;1;M17;Simbad;292.0995800;+37.3899989
 1871465;12.120; 8; 557.60; 33.55; 0.68; 4.048; 0.037;103.6;  4.3; 14.2; 1.4;   2708.1;   212.1;4780;146; 2.433; 0.012; 0.28; 0.30; 1.19; 0.11;11.00; 0.38; 1.15; 0.11;10.80; 0.37; 1.20; 0.11;11.00; 0.38;2;M17;Simbad;292.1283000;+37.3060300
 1871571;13.810;17;1308.70;182.26; 1.15;14.338; 0.034; 47.7;  2.6; 44.3; 2.8;     33.5;    12.4;4845;143; 3.171; 0.008;-0.09; 0.30; 1.24; 0.08; 4.80; 0.11; 1.16; 0.07; 4.64; 0.10; 1.25; 0.08; 4.82; 0.11;1;M17;Simbad;292.1536300;+37.3574911
 1871631;13.660;14;1125.90; 26.58; 1.03; 3.651; 0.112;110.3;  8.9; 11.5; 1.9;   9557.3;   935.5;4778; 80; 2.331; 0.018;-0.31; 0.15; 0.90; 0.16;10.71; 0.80; 0.81; 0.14;10.18; 0.74; 0.89; 0.16;10.69; 0.79;2;M17;Simbad;292.1677600;+37.3937189
 1871927;12.840; 7; 467.30; 65.85; 0.59; 6.418; 0.013; 78.9;  2.8; 20.5; 0.9;    754.5;    67.4;4674; 80; 2.721; 0.007; 0.21; 0.15; 1.38; 0.07; 8.49; 0.16; 1.27; 0.07; 8.15; 0.16; 1.40; 0.07; 8.54; 0.16;1;M17;Simbad;292.2333400;+37.3886800
 1872166;11.630;17;1308.70; 77.70; 0.89; 6.726; 0.051; 42.1;  1.7; 28.2; 1.7;    316.3;    41.9;4975; 80; 2.806; 0.007; 0.15; 0.15; 2.07; 0.13; 9.42; 0.24; 2.03; 0.13; 9.33; 0.23; 2.12; 0.13; 9.53; 0.24;2;M17;Simbad;292.2872900;+37.3174589
 1872210;10.400;17;1235.80; 72.27; 1.33; 6.235; 0.035; 41.9;  1.5; 29.1; 1.4;    291.8;    27.6;5204;166; 2.784; 0.011; 0.19; 0.30; 2.41; 0.20;10.42; 0.32; 2.57; 0.22;10.77; 0.33; 2.48; 0.21;10.57; 0.32;2;M17;Simbad;292.2963300;+37.3152081
 1872375;11.230;18;1318.20;102.64; 1.31; 8.465; 0.022; 28.2;  1.4; 38.8; 3.3;     96.6;    23.2;5044; 80; 2.930; 0.008;-0.19; 0.15; 1.94; 0.11; 7.91; 0.17; 1.87; 0.11; 7.76; 0.16; 2.00; 0.12; 8.03; 0.17;1;M17;Simbad;292.3310900;+37.3250081
 1872421;13.460; 6; 380.80; 31.08; 0.77; 3.966; 0.040;140.2;  6.8; 13.9; 1.4;   5698.0;   597.6;4795;157; 2.400; 0.014; 0.30; 0.30; 1.04; 0.11;10.63; 0.41; 1.03; 0.11;10.60; 0.41; 1.03; 0.11;10.62; 0.41;2;M17;Simbad;292.3413100;+37.3336600
 1872469;13.450;13; 888.90; 56.85; 0.58; 5.702; 0.015; 81.5;  4.2; 18.2; 1.1;   1235.3;    96.8;4657; 80; 2.656; 0.007; 0.17; 0.15; 1.42; 0.08; 9.27; 0.19; 1.30; 0.07; 8.87; 0.18; 1.44; 0.08; 9.33; 0.19;1;M17;Simbad;292.3491500;+37.3043400
 1872517;12.900;16;1221.40; 25.56; 0.41; 3.279; 0.014;179.9; 12.0;  8.9; 0.9;  12272.5;  1232.4;4543; 80; 2.304; 0.009;-0.29; 0.15; 1.14; 0.08;12.45; 0.31; 0.98; 0.07;11.55; 0.28; 1.11; 0.08;12.28; 0.30;1;M17;Simbad;292.3577000;+37.3139689
 1872842;11.490;18;1318.20; 41.72; 0.79; 4.480; 0.033; 93.2;  3.9; 16.0; 1.1;   2037.4;   109.5;4768;138; 2.527; 0.011;-0.25; 0.30; 1.53; 0.13;11.15; 0.35; 1.36; 0.12;10.54; 0.33; 1.52; 0.13;11.15; 0.35;2;M17;Simbad;292.4321300;+37.3747100
 1872869;13.630; 7; 548.20; 31.12; 0.67; 3.879; 0.033;147.1;  6.4; 16.1; 1.9;   5065.6;   672.0;4810;146; 2.401; 0.012;-0.12; 0.30; 1.14; 0.11;11.15; 0.38; 1.06; 0.10;10.74; 0.37; 1.15; 0.11;11.17; 0.38;2;M17;Simbad;292.4371600;+37.3030011
 1873198;13.230;16;1221.40; 36.62; 0.58; 4.195; 0.013; 83.1;  4.9; 12.0; 0.9;   2000.0;   226.9;4857; 80; 2.474; 0.009;-0.37; 0.15; 1.38; 0.09;11.27; 0.27; 1.25; 0.08;10.72; 0.25; 1.39; 0.09;11.31; 0.27;1;M17;Simbad;292.5122100;+37.3685611
 1873204;10.240;18;1318.20; 29.96; 0.47; 3.712; 0.014;126.0;  6.6; 10.8; 0.7;   4794.5;   368.8;4743;166; 2.382; 0.011;-0.16; 0.30; 1.19; 0.10;11.64; 0.33; 1.07; 0.09;11.04; 0.31; 1.19; 0.10;11.63; 0.33;1;M17;Simbad;292.5137900;+37.3078800
 1873510;13.920;17;1308.70; 30.34; 0.60; 3.825; 0.049;154.2; 10.2; 13.4; 2.8;   6469.2;  1945.8;4971; 80; 2.398; 0.010;-0.56; 0.15; 1.18; 0.11;11.36; 0.41; 1.09; 0.10;10.92; 0.39; 1.20; 0.11;11.49; 0.42;2;M17;Simbad;292.5796500;+37.3427700
 1873898;13.240;17;1235.80; 30.25; 0.86; 4.031; 0.036;181.7;  7.9; 13.0; 1.0;   9925.3;   624.6;4817;160; 2.389; 0.015; 0.32; 0.30; 0.90; 0.10;10.04; 0.40; 0.92; 0.10;10.16; 0.41; 0.90; 0.10;10.03; 0.40;2;M17;Simbad;292.6727600;+37.3329889
 1873986;13.550; 8; 557.60;137.81; 1.07;11.175; 0.024; 48.0;  2.9; 40.9; 2.5;    130.6;    48.4;4614; 80; 3.039; 0.007; 0.37; 0.15; 1.35; 0.07; 5.83; 0.11; 1.24; 0.06; 5.59; 0.10; 1.35; 0.07; 5.83; 0.11;1;M17;Simbad;292.6936600;+37.3464319
 1995358;12.610; 9; 642.10; 23.69; 0.61; 3.294; 0.038;121.5;  6.8; 10.1; 1.4;   7943.6;   646.1;4824; 80; 2.284; 0.013;-0.27; 0.15; 0.97; 0.10;11.78; 0.45; 0.90; 0.09;11.32; 0.43; 0.97; 0.10;11.77; 0.45;2;M17;Simbad;286.0984500;+37.4846119
 1995522;13.880;16;1276.00; 27.76; 0.70; 3.862; 0.094;121.5;  6.6; 11.6; 6.3;   6800.7;   718.8;4769;166; 2.350; 0.014;-0.30; 0.30; 0.81; 0.11; 9.99; 0.59; 0.74; 0.10; 9.53; 0.55; 0.81; 0.11; 9.99; 0.59;2;M17;Simbad;286.1511500;+37.4321981
